system:index,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Landsat_B1,Landsat_B10,Landsat_B11,Landsat_B2,Landsat_B3,Landsat_B4,Landsat_B5,Landsat_B6,Landsat_B7,Landsat_B8,Landsat_B9,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,Sentinel_B1,Sentinel_B10,Sentinel_B11,Sentinel_B12,Sentinel_B2,Sentinel_B3,Sentinel_B4,Sentinel_B5,Sentinel_B6,Sentinel_B7,Sentinel_B8,Sentinel_B8A,Sentinel_B9,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000000223,1,6,40,-147,41,-17,-72,44,-31,0,42,203,201,38,37,43,71,73,62,43,0,23,-7,10,523,101,12,-27,73,-38,-8,-2,530,-63,15,-16,-29,-6,-11,-1,1.4703052,1681.0,16.5,2554.0,2200.0,1485.0,1345.5,1601.0,1726.0,2013.0,2112.5,2122.5,2196.5,958.5,333.08334,0.069167785,101485.336,0.008397001,0.5960973645917265,165.75,287.65,2.922664,"{""type"":""Point"",""coordinates"":[119.65105856711325,35.64133163323075]}"
0000000000000000121f,0,16,1676,-96,80,51,-42,124,-98,-4,36,203,201,32,30,30,67,58,41,30,0,43,-12,17,54,62,24,-91,-6,-72,18,0,946,1,49,19,18,22,-40,-2,1.1412822,1603.0,22.0,2283.0,1674.0,1409.0,1288.0,1345.0,1528.0,2312.0,2649.0,2660.0,2870.0,1065.0,333.08334,0.069167785,101485.336,0.008397001,0.2747604099361233,165.75,287.65,2.922664,"{""type"":""Point"",""coordinates"":[119.69579672798248,35.65247046766226]}"
00000000000000000277,1,15,-524,-129,-5,31,-46,23,-5,2,48,203,200,44,42,46,73,75,63,43,0,19,-5,8,507,89,-21,0,29,4,6,-1,682,-59,-17,22,-28,14,0,-1,0.92740995,1803.0,17.0,2331.0,1872.0,1543.0,1420.0,1669.0,1766.0,2187.0,2353.0,2056.0,2493.0,762.0,329.33334,0.069167785,101350.0,0.0077230004,0.2993922954300636,156.16667,287.11334,2.474664,"{""type"":""Point"",""coordinates"":[117.28804268675961,37.8043880450447]}"
00000000000000000298,1,13,-614,-142,-15,51,-65,41,-17,3,46,203,200,41,37,40,76,75,65,39,0,25,-5,11,-101,92,-16,-8,31,20,-1,0,516,-81,-15,29,-38,27,-7,-1,1.1739935,1698.0,17.0,2530.0,2107.0,1497.0,1379.0,1576.0,1655.0,2093.0,2236.0,2260.0,2335.0,827.0,329.33334,0.069167785,101350.0,0.0077230004,0.34083904522143904,156.16667,287.11334,2.474664,"{""type"":""Point"",""coordinates"":[117.27806767770308,37.82181421196157]}"
00000000000000000189,1,39,-336,-143,-18,25,-59,14,-10,1,35,204,202,30,26,26,64,48,35,33,0,23,-8,10,-239,81,0,-42,4,26,-11,0,-1375,-80,-20,-2,-38,4,2,5,2.4545045,1768.0,15.0,2113.0,1704.0,1589.0,1423.0,1484.0,1516.0,1977.0,2170.0,1995.0,2358.0,735.0,335.33334,0.069167785,101105.336,0.008060334,0.2543484755271205,161.08333,287.8333,1.8133305,"{""type"":""Point"",""coordinates"":[116.56363942512209,35.34497977721874]}"
00000000000000001306,0,7,-1251,-170,-12,33,-181,113,-2,5,43,203,200,37,36,34,79,61,37,34,0,30,-11,13,121,137,-13,9,96,-44,22,0,-956,-96,-31,30,-130,86,5,4,2.1937046,1768.0,21.0,2459.6666666666665,1844.5,1540.0,1363.8333333333333,1465.0,1606.75,2086.0,2229.0,2152.3076923076924,2343.285714285714,905.0,329.58334,0.069167785,101446.664,0.0076443334,0.8164419993020465,160.83333,287.3933,2.4333305,"{""type"":""Point"",""coordinates"":[118.19740500099307,37.753451733711195]}"
00000000000000000419,1,21,-139,-124,6,14,-58,11,-4,1,44,203,201,41,38,42,69,68,58,41,0,22,-6,9,9,60,-23,0,52,9,11,0,402,-81,-14,13,-33,9,-3,0,2.3318834,1762.5,19.0,2272.5,1984.0,1587.0,1437.0,1557.0,1636.0,1985.5,2134.5,2037.0,2224.5,878.0,331.58334,0.069167785,101318.664,0.0075633335,0.4569975109700598,160.0,287.72,2.2313306,"{""type"":""Point"",""coordinates"":[118.02187694712522,37.340226839088366]}"
000000000000000004da,1,14,-505,-79,8,5,-21,6,-7,2,47,205,202,42,37,43,58,68,61,40,0,13,-2,6,403,38,-33,7,12,18,18,-1,-77,-42,-11,8,-11,3,2,0,0.0,1899.0,20.0,2370.0,2277.0,1609.0,1446.0,1716.5,1708.2,1877.5,1968.75,1878.25,2027.0,777.0,331.58334,0.069167785,101318.664,0.0075633335,0.9250476024279929,160.0,287.72,2.2313306,"{""type"":""Point"",""coordinates"":[118.03696654509008,37.377504923895174]}"
000000000000000013b2,0,13,-927,-138,29,9,-17,-16,-21,3,47,187,186,42,42,46,37,7,4,43,0,-1,-22,0,-2646,-13,23,17,20,-70,-7,7,-92,-114,17,19,-5,-33,-33,0,0.0,1801.0,13.0,332.0,205.0,1590.0,1573.0,1716.0,1747.0,1545.0,1601.0,1388.0,1307.0,299.0,331.58334,0.069167785,101318.664,0.0075633335,0.3543199471544015,160.0,287.72,2.2313306,"{""type"":""Point"",""coordinates"":[118.01091647673586,37.32818726624406]}"
00000000000000000ff5,0,48,-28,-240,-53,179,-34,24,-86,1,34,197,196,28,23,18,87,37,19,22,0,44,-16,19,-599,113,31,-112,-28,23,45,1,-310,-148,-60,137,-14,-2,-19,2,1.4732648,1725.0,18.0,1847.0,1269.0,1540.0,1373.0,1311.0,1480.0,2171.0,2521.0,2442.0,2662.0,735.0,337.58334,0.069167785,100998.664,0.008339667,0.8273328011158937,154.5,287.91,2.4213307,"{""type"":""Point"",""coordinates"":[115.8461566883195,35.90660355490024]}"
00000000000000000cd6,0,466,785,-364,-28,34,-46,63,72,-1,34,186,185,29,23,18,36,30,15,24,0,32,-14,13,2268,-87,-162,-66,30,-11,-38,-8,85,-291,-96,59,-32,16,69,0,8.084501,1395.0,15.0,1411.0,739.0,1093.0,940.5,705.0,1045.5,1691.0,1893.0,1945.5,2016.0,645.0,285.83334,0.069167785,91655.336,0.005035667,0.778939690654352,157.33333,280.13666,1.9779973,"{""type"":""Point"",""coordinates"":[117.63919243561745,40.89081726660202]}"
0000000000000000101d,0,42,191,-77,14,85,57,70,-202,0,37,200,198,30,24,21,76,38,24,23,0,42,-11,16,138,42,3,-100,-122,-16,128,-1,-1201,-5,-5,25,55,55,-123,5,0.0,1682.5,16.0,2128.0,1484.0,1367.5,1287.0,1313.0,1490.0,2145.5,2544.5,2457.0,2696.5,819.0,335.83334,0.069167785,101024.0,0.0083260005,0.37781201642937223,162.25,287.90665,2.020664,"{""type"":""Point"",""coordinates"":[116.87616444065496,35.47191254780613]}"
00000000000000000d0c,0,1402,-84,-91,47,6,-56,68,-32,1,33,203,200,31,32,35,75,73,54,33,1,24,-6,12,3989,-53,-166,-29,-4,-100,-8,-14,386,-109,13,-4,-60,51,-26,0,1.238457,1298.0,19.5,3176.0,2722.0,1194.0,1272.0,1636.5,1806.0,2183.0,2384.0,2440.0,2636.0,1275.0,264.83334,0.041667785,85634.664,0.0043056672,0.8185171197454609,175.25,277.71332,3.8593307,"{""type"":""Point"",""coordinates"":[114.73080620092212,41.51415946196427]}"
00000000000000000f3c,0,1405,-550,-84,42,2,-45,38,-3,2,33,202,200,30,29,31,65,71,53,31,0,22,-5,12,4296,-105,-139,-26,-29,-92,-22,-15,268,-114,3,-9,-63,25,5,0,1.5481936,1232.0,17.0,2671.5,1933.0,1075.5,1058.5,1130.0,1433.0,1980.5,2217.0,2172.5,2449.0,973.0,264.83334,0.041667785,85634.664,0.0043056672,0.3387864372019618,175.25,277.71332,3.8593307,"{""type"":""Point"",""coordinates"":[114.73403904918585,41.589527187969615]}"
000000000000000007ec,1,34,655,-107,-28,6,-54,-1,21,-1,40,196,194,35,29,30,50,57,45,29,0,25,-8,10,-1035,16,17,1,-22,-31,-1,3,102,-93,10,-2,-18,-23,-3,0,2.84251,1480.0,14.0,2074.0,1712.0,1262.0,1105.0,1154.0,1335.0,1657.0,1836.0,1565.0,1962.0,486.0,371.83334,0.29666778,100871.336,0.012638667,0.9867417897167756,141.0,291.9,4.021331,"{""type"":""Point"",""coordinates"":[118.38542299691161,30.68047469284692]}"
00000000000000000f03,0,612,1161,-148,5,40,-147,95,-5,-3,35,202,200,30,27,28,73,52,32,25,0,24,-10,11,-1401,165,-21,-42,98,-88,40,4,1203,-113,-22,47,-146,85,2,-3,5.195091,1545.0,17.0,2459.0,1640.0,1483.0,1354.0,1383.0,1650.0,2338.0,2508.0,2505.0,2659.0,1084.0,299.25,0.055001114,95172.0,0.0054530003,0.8034221103104188,166.33333,283.85666,2.6513305,"{""type"":""Point"",""coordinates"":[115.39466378845599,40.45989419989806]}"
00000000000000000418,1,36,759,-112,-25,67,-6,28,-55,-1,42,203,201,38,35,34,72,54,40,40,0,32,-12,13,-1239,29,-6,-16,-16,16,27,3,-644,-74,-39,45,-15,13,-21,3,1.1271368,1773.0,19.5,2111.5,1712.0,1568.5,1429.0,1462.0,1634.5,1971.0,2175.0,2014.5,2273.5,819.5,340.25,0.09583445,100966.664,0.008453667,0.33037767514641714,164.16667,288.76334,1.6899972,"{""type"":""Point"",""coordinates"":[117.59355799543647,34.63719558520738]}"
0000000000000000042e,1,42,118,-119,-24,67,-16,27,-49,0,43,203,201,39,37,38,75,64,47,39,0,32,-11,13,-1377,39,-6,-21,-15,20,22,4,-883,-71,-40,35,-26,13,-12,3,2.1696205,1779.0,19.0,2191.5,1851.0,1864.0,1734.5,1877.0,1803.5,2078.0,2257.5,2279.0,2370.5,795.5,340.25,0.09583445,100966.664,0.008453667,0.8775605714513666,164.16667,288.76334,1.6899972,"{""type"":""Point"",""coordinates"":[117.55618626950753,34.63845305170446]}"
00000000000000000b68,0,31,-1701,-25,-63,184,96,103,-176,7,37,201,199,30,24,17,85,44,16,21,0,57,-20,22,306,0,20,-110,-121,-16,116,-2,-2286,-18,-67,99,49,70,-87,9,5.818609,1640.5,18.0,1936.0,989.5,1372.5,1182.0,1037.0,1341.5,2165.5,2634.5,2478.0,2860.5,886.0,340.25,0.09583445,100966.664,0.008453667,0.6000147058668585,164.16667,288.76334,1.6899972,"{""type"":""Point"",""coordinates"":[117.56337434040569,34.62542801752734]}"
000000000000000006bf,1,35,-477,-179,-45,60,-32,9,-47,3,34,200,196,28,25,19,84,52,27,23,0,44,-15,16,37,92,21,-23,-11,10,50,0,-9,-117,-76,71,-35,0,-19,1,2.1633096,1581.0,16.0,2137.5,1500.0,1413.0,1267.5,1319.0,1314.0,1998.0,2306.0,2257.0,2546.0,839.5,348.5,0.09583445,101000.664,0.009218334,0.8712186661742433,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.66927752683247,33.719026546393394]}"
00000000000000001891,0,37,395,-68,-21,148,55,57,-121,0,33,200,198,28,24,19,80,48,22,23,0,50,-17,18,-782,0,22,-94,-86,-5,104,1,729,-38,-34,138,35,30,-74,-1,1.1153502,1720.0,16.5,2302.5,1534.0,1536.0,1508.5,1518.5,1675.5,2603.5,3109.0,3176.0,3314.5,961.0,348.5,0.09583445,101000.664,0.009218334,0.6709010362218366,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.62103897163627,33.75046766792124]}"
00000000000000001a20,0,35,-674,-151,40,98,75,5,-108,4,34,199,198,29,26,20,84,53,27,23,0,52,-18,19,842,48,-8,-60,-94,0,79,-3,-470,-82,-2,100,44,-3,-54,2,2.1638343,1695.0,16.0,2628.5,1781.0,1449.0,1289.5,1414.5,1591.0,2240.0,2752.5,2720.0,3015.5,963.0,348.5,0.09583445,101000.664,0.009218334,0.529547317908106,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.67807979231193,33.79735957459928]}"
00000000000000001a26,0,35,-693,-44,-4,150,74,64,-138,4,34,200,197,27,23,17,85,41,19,20,0,53,-18,19,-887,-6,39,-121,-92,-19,106,2,-603,-22,-33,130,44,33,-72,3,2.4141064,1717.0,16.5,2364.0,1939.0,1497.0,1465.0,1591.0,1649.0,2450.5,2794.0,2783.0,3107.5,900.5,348.5,0.09583445,101000.664,0.009218334,0.2643346312291547,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.60199415103699,33.727293719746484]}"
00000000000000001a27,0,37,-186,-55,0,163,64,65,-128,2,33,200,197,27,24,17,90,46,22,20,0,53,-18,19,-1107,-5,31,-117,-90,-11,103,2,-309,-26,-30,136,38,32,-66,2,2.9949028,1716.0,16.0,2627.5,2024.5,1576.0,1511.0,1625.0,1883.0,2445.0,2838.5,2880.0,3244.0,871.0,348.5,0.09583445,101000.664,0.009218334,0.8200525636576219,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.60127623576739,33.72747208378862]}"
00000000000000001b7c,1,39,405,-137,-3,35,34,6,-33,0,38,202,199,35,30,28,57,44,35,28,0,30,-13,11,-617,48,8,-7,-55,2,39,1,151,-80,-35,51,5,5,-20,0,4.3423653,1731.5,14.0,2210.0,1712.5,1695.0,1559.5,1649.5,1674.5,2008.0,2158.0,2029.5,2303.0,562.0,348.5,0.09583445,101000.664,0.009218334,0.6752646568442532,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.68005517407865,33.70267948193146]}"
00000000000000001e69,1,40,706,-115,-31,20,-15,-6,-17,-1,43,201,200,37,31,29,65,48,35,29,0,32,-13,12,-1111,55,13,-7,-11,7,24,3,486,-60,-46,38,-26,-12,-1,0,1.114982,1682.0,13.5,2279.5,1806.0,1602.5,1554.0,1592.0,1664.0,2020.5,2296.5,2103.0,2434.5,740.0,348.5,0.09583445,101000.664,0.009218334,0.8031674744678525,151.25,289.06332,2.3619971,"{""type"":""Point"",""coordinates"":[115.60657364781889,33.72226385375819]}"
000000000000000001c1,1,86,210,-161,9,13,-110,51,-44,0,43,203,200,39,38,42,75,61,50,44,0,26,-8,12,-883,57,-18,-1,45,6,-15,2,0,-89,-31,30,-79,25,-2,0,2.1796334,1898.5,18.0,2214.0,1724.0,1639.0,1453.0,1471.0,1653.0,2156.0,2458.5,2364.0,2654.0,999.5,332.75,0.09583445,99456.0,0.008377001,0.40082681807541276,158.0,287.3,2.952664,"{""type"":""Point"",""coordinates"":[116.2943230987971,36.00317430641473]}"
00000000000000000f25,0,43,-554,-216,8,46,-82,-4,-44,3,34,197,194,28,23,18,66,33,18,19,0,37,-14,17,-1098,137,18,-38,47,33,5,3,-662,-147,-31,68,-67,-14,-1,3,1.4749353,1830.0,14.0,2101.0,1482.0,1544.0,1302.0,1138.0,1410.0,2044.5,2361.0,2366.0,2573.0,786.0,332.75,0.09583445,99456.0,0.008377001,0.8140056153202747,158.0,287.3,2.952664,"{""type"":""Point"",""coordinates"":[116.21976247008244,36.05464570987465]}"
000000000000000010d4,0,145,547,-200,11,22,-113,56,-41,0,37,202,200,33,30,27,62,55,35,30,0,28,-7,13,-1003,77,-36,3,38,-8,-22,3,481,-129,-30,40,-97,29,-3,0,10.170254,1800.5,16.0,2195.0,1487.0,1523.5,1293.0,1320.5,1480.0,1980.0,2239.5,2158.0,2344.0,885.0,332.75,0.09583445,99456.0,0.008377001,0.9345462280488616,158.0,287.3,2.952664,"{""type"":""Point"",""coordinates"":[116.27743648310772,36.01080828741822]}"
000000000000000012ad,0,38,-726,-93,-11,13,-73,28,-15,3,46,201,199,43,39,37,61,52,33,36,0,17,-6,8,-1554,0,-19,-3,51,21,-14,5,-756,-68,-24,24,-67,26,1,3,0.0,1845.0,14.0,988.0,673.0,1563.0,1399.5,1249.0,1247.0,1454.5,1470.0,1721.0,1621.5,538.0,332.75,0.09583445,99456.0,0.008377001,0.7864989041420347,158.0,287.3,2.952664,"{""type"":""Point"",""coordinates"":[116.23099494563607,36.012248577058486]}"
00000000000000000af9,0,83,1436,-35,-65,132,127,158,-132,-3,34,198,196,28,24,18,79,41,20,21,0,55,-16,24,-219,-3,32,-106,-118,-90,106,0,1191,-36,-59,106,53,81,-74,-2,1.4457828,1581.0,18.0,2225.0,1521.0,1395.0,1286.0,1350.0,1449.0,2192.0,2418.0,2330.0,2536.0,679.0,350.75,0.09583445,100244.0,0.008949667,0.3612353148087468,135.5,288.63,2.4219973,"{""type"":""Point"",""coordinates"":[113.75568552345351,33.28271688561688]}"
00000000000000001e5c,1,88,1845,-134,-33,47,6,44,-66,-5,40,201,199,36,34,34,67,49,35,30,0,34,-10,15,-689,66,16,-33,-20,-21,40,1,2059,-94,-46,48,-13,18,-37,-6,1.445883,1762.0,16.0,2158.0,1812.0,1484.0,1396.0,1388.0,1568.0,2063.0,2145.0,1975.0,2228.0,664.0,350.75,0.09583445,100244.0,0.008949667,0.48302584912372226,135.5,288.63,2.4219973,"{""type"":""Point"",""coordinates"":[113.73771980530917,33.29313780477878]}"
00000000000000001e6c,1,96,1298,-109,-30,40,28,59,-83,-3,43,202,199,38,36,36,63,55,43,37,0,32,-9,14,-57,29,19,-15,-39,-38,20,0,1084,-85,-40,34,0,28,-42,-3,1.4454257,1686.0,16.0,2143.0,1709.0,1554.0,1364.0,1398.0,1620.0,2005.0,2172.0,2036.0,2208.0,619.0,350.75,0.09583445,100244.0,0.008949667,0.7452055939176664,135.5,288.63,2.4219973,"{""type"":""Point"",""coordinates"":[113.77859192556507,33.24615671607968]}"
0000000000000000000b,1,59,1346,-88,-8,-2,27,53,-111,-3,38,201,198,34,32,31,57,43,34,34,1,30,-9,13,1046,13,-4,27,-55,-37,15,-4,420,-79,-40,40,22,32,-33,0,1.4470625,1808.0,14.0,2047.0,1686.0,1641.0,1572.0,1709.0,1630.0,2066.0,2284.0,2234.0,2334.0,545.0,351.5,0.09583445,100780.664,0.009020001,0.8607740420630325,139.33333,288.97665,2.1766639,"{""type"":""Point"",""coordinates"":[114.25209494822838,33.41368960175869]}"
00000000000000001efb,1,58,1942,-90,-47,11,35,58,-112,-5,44,203,199,40,37,37,69,53,40,39,0,32,-11,14,-491,-12,10,27,-22,-11,50,1,799,-85,-52,48,23,24,-29,-2,2.8935354,1780.0,15.0,2075.0,1681.0,1534.0,1430.0,1485.0,1569.0,2077.0,2210.0,2067.0,2243.0,543.0,351.5,0.09583445,100780.664,0.009020001,0.6549362917630451,139.33333,288.97665,2.1766639,"{""type"":""Point"",""coordinates"":[114.21463404027838,33.477561765248254]}"
000000000000000008aa,1,65,-161,-129,-26,14,14,52,-66,1,42,202,199,39,37,37,65,58,45,32,0,29,-9,13,76,33,-2,-6,-25,-49,31,0,231,-94,-32,14,0,22,-30,0,1.1109729,1750.0,13.0,1982.0,1590.0,1450.0,1360.0,1344.0,1429.0,2086.0,2134.0,2078.0,2176.0,530.0,351.5,0.09583445,100737.336,0.0089650005,0.4624635123145008,137.91667,288.9233,2.2733305,"{""type"":""Point"",""coordinates"":[114.03757651474919,33.4109963047224]}"
00000000000000000b0a,0,59,1294,-215,-128,126,90,123,-141,-2,35,200,197,29,24,18,85,48,22,22,0,50,-14,21,-535,81,74,-94,-100,-47,69,1,1734,-157,-95,101,40,64,-78,-4,2.1614537,1714.0,14.0,1849.0,1290.0,1373.0,1211.0,1163.0,1306.0,2012.0,2137.0,2071.0,2148.0,644.0,351.5,0.09583445,100737.336,0.0089650005,0.5868141208180722,137.91667,288.9233,2.2733305,"{""type"":""Point"",""coordinates"":[114.07431950742959,33.438843390801175]}"
00000000000000000f7d,0,59,1734,-194,-85,124,114,147,-148,-4,35,199,196,30,24,18,84,40,17,22,0,51,-17,21,-303,75,48,-98,-103,-78,92,0,2174,-137,-65,103,62,70,-84,-6,2.993601,1719.0,16.0,1795.0,1338.0,1466.0,1351.0,1429.0,1541.0,2042.0,2258.0,2070.0,2276.0,627.0,351.5,0.09583445,100737.336,0.0089650005,0.5559420339476703,137.91667,288.9233,2.2733305,"{""type"":""Point"",""coordinates"":[114.02805633400008,33.4553732784063]}"
00000000000000000344,1,58,906,-103,-4,20,-27,12,-8,-2,43,204,201,40,37,40,57,58,51,38,0,18,-6,8,-1365,-23,-17,-14,16,20,57,4,-39,-62,-23,12,-17,-2,19,0,1.1312047,1885.0,21.5,2223.5,1901.0,1674.0,1505.0,1596.0,1798.5,1954.0,2089.5,2008.0,2222.5,974.0,335.41666,0.09583445,100794.0,0.008411667,0.4328548267262281,165.25,287.86,1.862664,"{""type"":""Point"",""coordinates"":[118.5458614528146,34.9344481796322]}"
00000000000000000533,1,59,-504,-118,-10,32,-33,49,-25,2,47,203,200,43,44,48,80,80,62,47,0,20,-7,9,-2563,-40,-13,-19,14,22,75,8,-1438,-87,-18,21,-31,40,-8,5,2.2624547,1863.5,19.5,1795.0,1416.0,1661.0,1495.0,1555.0,1629.0,1788.0,1850.5,1690.5,1794.0,874.0,335.41666,0.09583445,100794.0,0.008411667,0.8077470700420687,165.25,287.86,1.862664,"{""type"":""Point"",""coordinates"":[118.5558320027701,34.96795386494778]}"
0000000000000000135e,0,60,702,-104,-51,137,40,120,-55,0,35,196,194,28,24,20,69,39,21,22,0,49,-18,20,-1588,-23,15,-107,-67,-27,100,4,-993,-89,-61,88,36,70,11,4,4.5193567,1713.0,21.0,1778.5,1190.5,1438.5,1246.0,1146.0,1362.5,1990.0,2258.0,2243.0,2406.0,979.0,335.41666,0.09583445,100794.0,0.008411667,0.3219145326971914,165.25,287.86,1.862664,"{""type"":""Point"",""coordinates"":[118.57532719257577,34.99490467171481]}"
000000000000000002c4,1,38,1739,-186,-7,49,-41,17,-28,-5,39,202,200,35,33,34,69,58,46,37,0,29,-11,13,-1428,37,-41,-19,22,25,49,4,405,-122,-36,19,-19,-12,28,0,0.92740995,1764.5,20.0,1941.0,1624.5,1821.5,1731.0,1805.5,1713.5,1882.0,1959.5,2263.5,2045.0,838.0,339.41666,0.09583445,101128.664,0.008698334,0.9316816308997514,163.16667,288.37,1.8693305,"{""type"":""Point"",""coordinates"":[118.26325254624928,34.58302642561012]}"
000000000000000002fa,1,37,743,-182,-3,41,-35,18,-23,-1,38,203,199,33,30,31,65,53,35,29,0,25,-11,12,-1711,47,-30,-31,43,9,46,5,-97,-122,-31,22,-22,-5,20,1,1.4590874,1763.5,17.0,2138.0,1874.0,1645.5,1578.5,1810.0,1778.0,1916.0,2057.0,2188.0,2085.0,819.5,339.41666,0.09583445,101128.664,0.008698334,0.46031130109125495,163.16667,288.37,1.8693305,"{""type"":""Point"",""coordinates"":[118.26145552852478,34.599645495236324]}"
00000000000000000d35,0,39,811,-23,-17,138,112,79,-176,0,34,199,197,28,23,18,89,44,18,20,0,58,-20,21,-1150,8,7,-104,-123,-46,119,3,212,-10,-37,105,43,13,-103,0,2.9943118,1644.5,17.0,2171.0,1114.5,1414.0,1292.0,1327.0,1440.0,2337.5,2817.5,2674.5,3016.5,804.0,350.08334,0.09583445,100972.0,0.009257667,0.9661767110600534,147.58333,289.12668,2.246664,"{""type"":""Point"",""coordinates"":[115.28309262099772,33.604400894713514]}"
00000000000000001d1f,1,43,648,-149,-36,34,-14,39,-60,0,35,201,198,29,25,21,72,50,31,23,0,40,-14,16,-433,53,6,-9,-13,-4,20,0,339,-101,-52,52,-46,21,-49,0,1.1144702,1647.0,15.5,2262.0,1759.0,1393.0,1264.5,1446.0,1519.5,1972.0,2321.0,2346.5,2405.0,793.0,350.08334,0.09583445,100972.0,0.009257667,0.6485541764252416,147.58333,289.12668,2.246664,"{""type"":""Point"",""coordinates"":[115.29414227340816,33.68282756404151]}"
000000000000000011b3,0,177,-516,-224,13,32,-95,59,-21,2,35,198,197,29,26,23,59,53,30,26,0,30,-7,13,-1005,84,-35,-10,55,14,20,3,-1164,-133,-27,33,-59,30,12,4,10.230161,1584.0,13.0,1967.0,1204.0,1355.0,1078.0,1091.0,1246.0,1645.0,1893.0,1772.0,2123.0,589.0,334.83334,0.09583445,98888.664,0.008997334,0.8471891751680728,163.25,287.82666,3.9999974,"{""type"":""Point"",""coordinates"":[117.48450176097236,35.75083823690128]}"
00000000000000001ebb,1,40,-147,-145,-35,45,5,11,-47,1,34,200,198,29,24,22,66,42,25,21,0,36,-14,14,-442,51,20,-22,-11,-3,47,0,-15,-94,-49,68,-21,4,-21,0,1.4504752,1632.0,13.0,1926.0,1420.0,1497.5,1335.0,1408.5,1409.5,1976.0,2195.0,2223.5,2255.0,778.0,348.83334,0.09583445,101002.664,0.009213334,0.8817575107615818,150.41667,289.08667,2.3339972,"{""type"":""Point"",""coordinates"":[115.59777138233936,33.758195290046864]}"
00000000000000001eef,1,43,-218,-92,-35,29,31,17,-50,1,41,201,200,37,30,29,51,56,44,30,0,31,-11,12,-1272,36,-2,-4,-13,-7,48,3,-13,-55,-42,50,1,1,-22,0,2.8989882,1651.0,14.5,2350.0,1857.5,1398.0,1290.0,1332.0,1521.0,1994.5,2380.0,2039.0,2581.0,674.0,348.83334,0.09583445,101002.664,0.009213334,0.558041777862051,150.41667,289.08667,2.3339972,"{""type"":""Point"",""coordinates"":[115.54701789414905,33.75271505485217]}"
00000000000000001e21,1,43,588,-88,-5,12,16,4,-21,-1,44,204,201,39,33,36,58,66,57,37,0,26,-5,10,-297,-6,-16,44,-39,22,-10,0,416,-50,-20,44,-2,0,-25,0,0.92740995,1903.0,17.0,2577.0,2145.0,1798.0,1479.0,1501.0,1627.0,1800.0,2094.0,2044.0,2214.0,704.0,350.83334,0.09583445,100951.336,0.009260334,0.6334882103017898,145.58333,289.15,2.2013307,"{""type"":""Point"",""coordinates"":[115.03650433274214,33.50271555429073]}"
00000000000000001941,0,38,-1163,19,-18,80,88,114,-163,5,35,199,197,29,25,20,71,46,28,23,0,52,-18,19,-626,-19,-20,-39,-146,-53,110,1,-1365,12,-40,30,54,68,-85,5,2.4249628,1655.0,14.5,2356.5,1680.5,1465.5,1340.5,1366.5,1576.5,2388.5,2769.0,2661.5,2952.0,870.0,343.08334,0.09583445,101102.0,0.008903334,0.5937829945694915,163.16667,288.95334,1.956664,"{""type"":""Point"",""coordinates"":[117.3389745389921,34.175370948203046]}"
00000000000000001207,0,68,568,-151,-49,99,48,68,-98,0,35,199,197,29,23,18,66,35,20,21,0,43,-15,18,397,75,12,-65,-70,-28,55,-2,1035,-120,-63,96,18,33,-50,-2,3.5578117,1692.0,15.0,1882.0,1367.0,1442.0,1315.0,1391.0,1548.0,2235.0,2511.0,2394.0,2625.0,599.0,351.33334,0.09583445,100646.0,0.008832334,0.7007733065036815,138.08333,288.93665,2.3453307,"{""type"":""Point"",""coordinates"":[113.8992373636671,33.50055734938087]}"
0000000000000000006e,1,64,817,-102,-19,12,28,53,-70,-1,46,203,200,42,39,41,64,60,49,41,0,25,-6,11,160,-14,27,-9,-20,-39,47,0,973,-73,-26,8,20,23,-36,-2,1.4471415,1862.0,15.0,1906.0,1633.0,1569.0,1372.0,1497.0,1717.0,1976.0,2111.0,1916.0,2136.0,574.0,351.58334,0.09583445,100686.0,0.008930667,0.4094358304395833,137.41667,288.89667,2.3273306,"{""type"":""Point"",""coordinates"":[113.97056068501696,33.42177395196859]}"
